content_id,subject,sentiment_value,sentiment_word
siYq5vrJBQzkuZPy,外观,-1,响
aLs9AwhZ85vgiRbx,操控,0,硬
UneE7iqV6mW5HlgP,油耗,0,市区
8P6E32xNmKAebnOs,油耗,0,低
j2vcEXIrmkH9qs1J,动力,0,还
CshiU6A13rR9dbPS,动力,0,日系车
6JZHOqne2YW01FVz,动力,0,小
kFo7T8n6wXICfc3d,操控,0,原厂
4nAlYpJof87Nj1F3,价格,0,我换
v6iprjTLdctoJW3b,操控,0,驾驶
RF9YTAlbQU5CagdN,外观,0,更好
DYhuU8SPpywX2eN9,油耗,0,左右
Aml1h4xUJt5u6bQ9,动力,0,肉
hcWAJdmC9avz7MU1,操控,0,稳定
9Jt0O5d3s6wz1lkf,舒适性,1,不好
ZgEVkuFc0QNqpsYG,油耗,0,低
QRw7ngTJ2A5CYBGW,油耗,0,高点
06vPIQBqVNe2dl3f,油耗,0,高点
p0FUwsNPYQKl1HSg,安全性,0,好
BDoeHPlCiNVXEvrg,价格,0,没有
ARIng69ZHsY7DCN1,动力,-1,没用
zPg9hyoViI8JUYw6,油耗,0,增加
cBMxouh5FEnz36DI,价格,0,时尚
Q6aR7udCFz4U5jrI,油耗,0,正常
y3Oa1dcwCjlBsRPM,动力,0,充足
6ALsOa4BdUbFfGr7,动力,0,这种
e04NZMmVT1qLJXIu,动力,0,烧
9Lkxm8NewpuUVG2T,安全性,0,没有
SEFvD0TOQgnlJsWK,动力,0,新
S1WzLCPqeIT8sMmZ,配置,0,原厂
MSn1hW8XCsGTkpxY,动力,0,原厂
AC9siSxTEzyKrlaZ,舒适性,-1,异响
5rBkYEyl1IU0TVhC,操控,0,还好
WZmFIHJLqT3O1BVk,空间,0,现在
x6mbO2rHfU3hTej4,舒适性,1,噪音
8Hdtp2WE6nMf93YP,动力,0,够用
ELck8IARbwdpgvri,价格,0,不错
HfSMToNXhrwY3mlk,动力,0,超车
rM6sP4AXpCfNc7xR,价格,0,优惠
14dQnL9lxMYeksH3,安全性,0,新
vdWmiISbRku1Cl3J,价格,0,套路
41UzNi5pMPDG7nhf,外观,1,好看
NAC6vpWtqaTQYXD8,舒适性,-1,纠结
HAVTYESJNfjlZ9iM,价格,0,庞大
42VhMRSsCcn85kEd,动力,0,不错
Wf9T283SZphL6tQ4,配置,0,没有
D2HpBfqwoecTkhdS,配置,0,没有
NT3qf2R5XrGonlgk,油耗,0,好
dm1W2BIEyJ0Gsxp8,配置,0,原车
Mglj9pKWkY7Isixm,配置,0,便宜
otT6DmhdEpx5Q74R,配置,0,手机
SclmZXYIUoBv478b,油耗,0,费油
BZ4Ig9Gr7zQPM6Xt,动力,0,好
FLxPweOVGBTmnoQE,舒适性,0,颠簸
H903fh4mU1dtQTiZ,舒适性,-1,没有
g27EQ5F4bMjSp9qc,价格,0,优惠
o9iwO8ChDBUTJ7YI,内饰,0,才
tka3Nq9TAR5BH7Ij,价格,0,好像
lswKvJMLT50iudoG,舒适性,0,肯定
QG07en46S5qxWUud,动力,0,呵呵
u3gf4yJX5SNGmhIs,舒适性,0,响
9firBmw7PNz0XQyE,动力,1,很爽
bJ5L9HBuvqgPm3O2,外观,0,好看
HkGilbeypwMczdoQ,内饰,1,喜欢
5jHabez9oxP4CY8O,油耗,0,大
eAfZWrs5b3UJP7Bl,动力,0,还行
ocOHDW3kGit6jpBm,油耗,0,正常
xDOnv0fUogsFlkuC,内饰,1,好开
gTd84yZ6R0VLaYSF,外观,0,没
gsiR7FHy5YndmTXK,价格,0,贵
nhAC4mEYRazX9dJL,操控,0,纠结
Mj9ZO61VWTefml7z,舒适性,0,才
cdV1254iqHpAawt7,动力,0,说
dRtVLIX4F60YvMbG,动力,0,好像
Na2ezFRWDrCGY571,内饰,0,正常
s3U4wYnirNfeQ7o0,动力,0,还要
ZvSrjpV3oYxARtOq,操控,1,静音
j5dIzG0CvbFxlQgf,操控,1,换
WXLA1peMJxl2RTQg,动力,0,原厂
1YyTakcRLKS43CWs,外观,0,好看
N9CZ1kQdnrxPaqRs,空间,0,没
zXPLFe5Sqvc06RuG,空间,1,喜欢
qpPHjUw7IMJNFSub,内饰,1,纠结
JlWDb4BCsTiN2Ie3,动力,1,不错
VocwTNU3JkR50mvI,安全性,0,换
O7j9h8MaymUvVAtT,价格,0,不大
wogvV9fYFN2uHxMa,舒适性,0,换
S7uwyZiTsRWX6Nzh,动力,0,换
CF781DrEqjJh5eHX,油耗,0,左右
5TCU9c6I3esSFVx7,油耗,0,原厂
rsPHOp7WeK2uYgb6,价格,0,够
N0MLJFXRIE3wVl9d,动力,0,够用
1WCAISQtuEdTZ7G5,舒适性,0,好
KH853hdTJX2nWM71,油耗,0,省油
a52KoCrScpnW8xlR,动力,0,普通
ikqn9SVU1dDFeYpb,动力,0,没有
EreqkWG8o357Htdh,价格,0,优惠
UWDsRXma9t6FpxKo,外观,1,新
oK8vTpZzAag7iCur,动力,0,好
QqmEuP4l6sMTXASx,油耗,0,省油
AdTjwHJso1K6Xcpa,内饰,-1,太小
qtW1wiyejr4zF3Hu,动力,0,纠结
m6XbwZQn9D8hqOf3,舒适性,0,静音
gaoKxMwZOX7TQSbY,动力,0,没有
4PUWD5HkGZFdcYr6,动力,0,正常
j5dpvDJ80YWPSew3,安全性,0,…
4SDY29tXIivB6VLZ,动力,0,很少
x4fpOqR6sUiClheE,动力,0,纠结
H6CfVzu4mLq0JkR7,操控,1,不错
jMWAIfyUN3sqTovd,价格,0,优惠
tDN57PGxglB8WOdH,内饰,-1,太
ZbGpiu1Q9vEkHaVJ,价格,0,左右
q8mnYHr6vAKoTOx9,动力,0,肯定
W8dF6ujP3KemG7ac,外观,0,18
vF1hy5Ple8XGEOVb,外观,0,外观
97fvXxIlWCbBYULt,空间,0,座椅
guCoQmIawZqz374R,动力,0,好
akAurTlP2oUxnzyv,操控,1,好些
8oeBjF7TwlPyLvcY,舒适性,0,森林
JDwFsuZQMy5mVRzp,配置,0,中控
TMYuydGFgJOWSsLx,安全性,0,才
yQhSYbRB7gu3Pma6,舒适性,0,空调
xQbOMh3lHYJNAWsv,动力,0,机油
bX2DFsLOUIMxQzCB,舒适性,0,好
sdAoJBha65SUxfWM,舒适性,-1,太差
dm6eXoIg9Df0nFaV,配置,0,13
qopu4EsiAz9KU7MC,空间,0,不高
VuQntJTzsOL1ao0W,动力,0,无所谓
3GtNOfDcna4Mzk5i,动力,0,发了
T40PlF3fkStJdIx9,价格,0,少
3s9NFKhCQk70Ti2E,动力,1,换
aKoINhXEle3QS6zy,安全性,0,正常
RjTnb0AcmBiaP2ky,动力,0,高
p8SCmcxyB1aeOTYG,价格,0,优惠
uPCDeFYmpcfRz1tQ,配置,0,左右
lkJziVEyecn7d5gh,舒适性,0,空调
xXQtrRW7UOwPCbEi,动力,0,4S店
Dj6R3K2iLuEtUnWG,动力,0,最好
SOY2TGwFQi8Etknh,动力,0,烧
6x4Is30vB1laSHoN,动力,0,没
ZAx5w2LSbkGdRMFQ,配置,0,接线
Z1kNWAOM9rYol0Ve,舒适性,0,肯定
V3xslWKOyv9ILquX,操控,0,不行
7duqegOxLs2Vo8XW,动力,0,超车
Krp3Gzk2aNhHJ6R7,油耗,0,市区
gnpKm9FPl4Y3OL8h,配置,0,导航
axPES1MA7I8BlcvO,操控,0,简单
qrM0TVRhAm18Q6uO,动力,0,高
PXdW23e95gLOhBaf,油耗,0,增加
TBy1z62utW8GcvIs,动力,0,扯淡
HWDQF5VOam2NR6rX,动力,0,这种
heEaPY3Z1upcSxyt,动力,0,下降
BgJk730pyovPubIr,动力,0,不烧
sJlZXtVAdKeq0gha,价格,0,高
bHtilDz4Yf8v7TmS,舒适性,-1,没有
tpl0FmwfHdM13qZK,操控,-1,好
6oPvUG1VLyzSKxOM,空间,1,没
YUG1zybnqjSDmZkJ,空间,1,好
USrqtIMjsYzeRi4W,配置,0,换
fwr9qOUYsxJK0ACm,配置,0,换
Ht7R0SnZMEV1eD6Q,配置,0,没有
5uj6bGWhXVE2aceA,配置,-1,硬伤
XfUjb9C4gzecudla,动力,0,不是
xsReYtP7VfJjdhSF,配置,0,不好
tHWyUYRxdGbqf753,动力,0,强劲
6kCpDM1SoTf0jJPE,配置,0,说
goKCk8Rb1pX9WMHm,配置,0,纠结
8ijAZKYdwx5BXeEz,油耗,1,高
e3okWLYKjs9G72AC,配置,0,2.0
jITzq8OdwA31Htxk,配置,0,提高
t6UAah74Glob2D0V,舒适性,1,不够
CmpW4Xv207JquMt1,内饰,0,好
4wZWbHCFdfML9KuG,内饰,1,牛
WovLRxkSqwECfc8X,内饰,0,没
oX1pJ3yMtIaOcNWA,内饰,0,尊贵
s3itxIAdrfum9pcW,外观,0,不错
pZwnM9mjutIRUkXs,油耗,0,完美
92br5tQejaEywGWP,动力,0,简陋
j32vz0EsGwWqnPyX,价格,0,贵
auH2N6r5nbFAiIpd,价格,0,换
ZwRt05lCQKhTJvP1,价格,0,高
h1EMXCOJgZmAU6Pz,价格,0,不贵
9f1boRZ3OC74gtX0,动力,0,不够
fqWAnpjt7x4uRYCX,价格,0,兄弟
SpPEa8nQWH6hlFNu,价格,0,更好
f62Gp0gW98REZAuw,操控,0,没开
GNa1PiTpkvQS7Brl,动力,0,优势
PQ4aUyTilNXxORcY,动力,0,足够
yNG3vwVFWsjkRIMg,动力,0,没
L2XqxsdSn46Iluap,动力,0,同感
5JBfIwshEo6tUk7K,动力,0,才
CmIWFZpKzrEfqDVw,动力,0,足够
ZAPEkuB72jnC45lO,动力,0,动力
7RN83mKkVYUHsT5l,外观,0,喜欢
1NiFvMeJH0mGW3DL,动力,0,烧
54tGhC6PrfmegIA1,动力,0,烧
QAIbFNTvKfR5WiyD,动力,0,好
74gkpaVmG8F5UCoy,动力,0,烧
yYV0rn5D2fNUwmIx,动力,0,没有
NqFnG0WxBMp51tea,动力,-1,失望
JSysamBMxUlE3w4d,动力,0,下降
XyZf0bjvpHk8OM9i,动力,0,烧
k41e9Px3UihCG0mp,油耗,0,乌海
SCZnbgBQITP40LoU,油耗,1,好看
SMJC8lbAtwDmHQr9,油耗,0,低
ig1CYQufD2BrU3WO,动力,0,很少
qLpTto5K4MyNFBaZ,动力,0,没
HkaSb1yPMxmniAOl,动力,0,车
m6Y1uZiXQ0Stj9RH,动力,0,换
EmMhBLe53vG2rsxn,动力,0,不错
C2izVwpOYvM9JjDt,动力,0,13
Mb7Zz60NWyakEcQ4,动力,0,烧
HEORumQAIFNMzDd5,动力,0,油太次
gpHn7KrjRx4Di3LG,动力,0,没有
7RWHqS9pfuaFsxM3,动力,0,看来
pgUqmf15zBdHi4Et,动力,0,好
CkpXzGLZSt6YiRJ3,安全性,0,正常
c24Lb3hwHmUN6xFu,操控,0,大梁
PAZY0lb9LHWEVGfJ,舒适性,0,不错
hVKzEGBZYareFNQx,动力,-1,车重
xipCKcrkQZHUS2W5,动力,0,本田
on3Flj4VIavWHbCX,动力,0,好
pXEC2P7BzGYmUxiy,动力,0,故障
EWYyMFKH31x5GleP,动力,0,进口车
uk17vcMZBn62Nhie,动力,0,刚
NQZHaLmIEezTJ4RM,动力,-1,低
co5nyPfVM90BZkDA,动力,0,不是
u9cyYrfEjDaT84UH,动力,0,不大
gJBbLW7NHT8iOnpx,安全性,0,才
jZRuDrH5O2XG16Ac,动力,0,故障
flA3kPNCHaVpheZo,动力,0,大
Ktq3p75AxoNGWCwn,舒适性,0,不飘
GsF02l9KgVvqJhn6,舒适性,-1,怕
otQSEuPxej9lZnRI,舒适性,-1,噪音
nO5xei9AWYfENbR4,安全性,1,高
CLvyj8XoId23B9nH,动力,-1,差
tPHVDaFl6JZX3QOT,空间,0,没有
l4GZ17PmtNV925Ti,价格,0,没
6GjoJk7wyDZVFQ3C,内饰,1,提升
bnJs8fFTetghcwOu,安全性,0,没有
oxfEewZ2OpLTQHCk,内饰,0,足够
rMGqhFUk2caWpL07,内饰,0,没用
4aUn8IJ1to3uCeT6,舒适性,1,空调
khucIwyDv2Jir5LF,安全性,-1,左右
3jSw0GWRJQ9BXoyt,舒适性,0,异响
9MZEmklAn4bBRHwc,安全性,0,正是
A3fB0LW9sSgyZx8e,内饰,0,没
5vHgNbhRuU7IEK0W,配置,0,雷达
0gTQCnKUoP9zv5mS,动力,0,需要
YdwaSTE8ltUiZHDM,油耗,0,差不多
ov2mM3EU7uH9A65Q,动力,-1,空调
HwhtEmxKsTj1aCIP,动力,0,纠结
h6TQ97vDpJG3kHoS,动力,0,强
cVlv8HZPjB6m4y75,空间,1,满意
4WOkTuMarEPw5fo7,舒适性,0,慢
XcTm3FlvduPys08h,动力,0,大
kjXVLom64WiMuQwK,动力,0,动力
e2ATqS3JlL7ob1zy,油耗,0,尊贵
SodBsCOQX81g9npP,价格,0,差不多
BcEzqdb6HlyGae17,价格,-1,贵
nPKxqrigWs2zo3AB,动力,0,好像
oPmtKcq25v7i1WBL,动力,0,不能
BtKIWmdH0Zlk6jNX,安全性,0,换
DWCAvrcNBPwxZFpI,动力,0,才
BxtTSEmRsLWMFvI5,安全性,-1,故障
cWPZhVkyJmlqIxpK,配置,0,没
7CHjv8VgkXozbhEa,动力,0,漏油
x3cetT4bV1iw5EDR,舒适性,-1,没
Evg7IudDBGn42btA,价格,0,贵
iqfN9xbm4kestrQn,价格,1,稳定
oWMCgrBjRVFU0mKN,空间,-1,不行
gC1Viv9aXJSpjnRU,价格,0,第一
esnKxNyH6YRCvplI,油耗,0,感觉
XJRznHOEuCaLZ3Vy,舒适性,0,没关系
NvQXnEqaGgiZcRzh,油耗,0,牛
RP7kyNVaSbjedXzn,操控,0,好点
2P7XFg6CqrktpmTo,动力,0,高
RBY2ermiwKvUZu3J,动力,0,水平
bxH8MZCi09LpoRNQ,动力,0,森是
dbY6SqBE9UiItGka,动力,0,大
GSkEx7rjYUKCvPB0,动力,0,没
2mpYHKbezMT4aRD1,价格,0,想
zQ9gsJmFyPX64YMA,动力,0,喔
9dEcZPq2Vb0rfupR,动力,0,好
kP3rhzZJTtsldbUR,价格,0,差不多
aR76ShpmzdBZiFt9,动力,0,不错
gEiv0n4qTj1MPUuF,价格,0,黑
5lFRLkuUODQ6wJES,舒适性,0,空调
JgOyYlvReIxEoCGU,动力,0,更好
vZJH7btSIYN6jkXC,价格,0,好点
FjfwQc9OmzDuVA0p,内饰,0,方向盘
NvnHL1P70qZxFfbr,舒适性,-1,噪音
PIa7mWRdnD4Y1SAt,操控,0,不好
JUISr7g514Y8VEoj,价格,0,便宜
yC3afKYxGScuBvmE,动力,0,够
23dl14boAyWkLuOr,动力,0,市区
wutzFdCyRmBVZUPf,操控,0,这能
nEV4Xq8QmFIWDsSf,价格,0,不高
XdaQmi2cAYqHENIx,油耗,0,居然
sa0dj6BixK8QJOpb,动力,0,烧
plOukMgewSH5dDXU,油耗,0,吹牛
C3XZHxoPsjNYBdun,舒适性,-1,最好
zDwITtMRVu10sqey,油耗,0,有图
wpEQ0ZFLoJtVBiN5,操控,0,没
tNGBT56AL3kcJy1g,动力,0,正常
HmYrcn0IFNevJ7kK,配置,0,换
juCpqT3UcFW1o06G,动力,0,说
qi9FRgkn70yJhV8d,价格,1,不错
NjgqTBvlH68mWId2,舒适性,0,空调
FnxNHYEG7VKrLpjO,价格,0,合适
FolwpA0yfQLrZEiH,动力,1,下
C0iG5Nud48OmX2Pk,价格,0,再
DamKXCFiZHT37BGO,动力,1,肯定
RjfU4HnaO0KSzlpC,价格,0,好
E3NbgOkJ9tlinSDp,动力,0,好
C1jK43ImNPsUTYuf,内饰,-1,老气
m4Ps7aIlUHdNQ96D,动力,0,换
WaPyGLwQE0izcMd1,价格,0,不好
uHMWwOS43IQ0fK96,油耗,0,感觉
FHdO4pZhf95D8bzi,价格,0,差不多
T6UWGk0OZmbgE9xL,动力,-1,当时
gn3HYMKi4GkDQT0U,外观,-1,楼主
QLfuikY4NcvKZjW6,油耗,0,真高
9OS84ZmRFWL6nu17,价格,0,没有
pgfSJHQPcouasvLX,动力,0,好
i8yeJ1PhSDWQntf6,操控,0,控制不了
u6GAPLMJ0Z17jpcK,油耗,0,差
iPvq0uXhLj4zp6V1,安全性,0,安全
6veUACrcbaDWgSPq,动力,0,好
wIhbC0s3jmGKW8at,动力,0,强
2WAtqCpk3EHsYNLG,价格,0,肯定
qSoKXCQmPf6v3aEA,油耗,0,下降
FZmN0vrUKYuVsDtl,油耗,0,高
LaG0oqHdbXiuc567,油耗,0,噪音
CTatqAVoBvLW4GbM,操控,1,强些
Lxkirv1mpWqPR4SD,操控,0,好
Ia2LrtOkdXybueES,油耗,0,正常
MvTeRyIP3bDq89Za,油耗,0,大
ECRjsnbiIY74PpDO,价格,0,建议
5vIQZ276cW9nhlUs,动力,0,差
AzyW4NBUETH7vbgP,操控,0,没
YzigLBmP9naDrOkd,操控,1,rav42019
MLKIN0SUHq5v8zYW,操控,0,喜欢
gt9voj04c3eQlOHs,配置,0,好用
wDxEtaUH3zLoPAI2,动力,-1,烧
OBd3i7fxTRQSL81h,价格,0,时尚
cD9s48BbWiwykgU3,价格,0,布雷
4IONEgTitCLGye9Z,价格,0,没有
OSwysxEp1KTU4ZGV,动力,0,肯定
KY8LH4SCnWqD5d7j,油耗,0,没
meNdXs32PROBrfkH,油耗,0,好
k05bFn6OEedjq9vH,动力,0,大
YUkilVqunSyWdFAJ,配置,0,新
nmldu0FiyIZS9Tj3,安全性,0,安全
Evce8rR6PZIXdsyF,油耗,0,牛
JQacu8hBCoZjdsPX,动力,0,黑
o5G7A3ZwMImPHbnL,油耗,0,原厂
xjSBDmyXaifbcCKA,价格,0,会
WL6HsMEi3kNXjbwQ,动力,0,烧
6hfTwBpMCeHUqbux,动力,0,猛
dXJM8HgpAFsGOnWU,内饰,0,完胜
87qamroLVRjO2T5B,操控,0,安全
Yry8UHfBKa0jsEJD,价格,0,原因
FVsOCzBcxbwJh2T8,价格,0,换
mjA8z56SRBw1nhp7,动力,0,随叫随到
aERCNQcw9WPjtSTb,动力,0,2.0
zOgYypuoj3DnHqdK,动力,1,纠结
7el5K1ChiVGLaDyJ,操控,1,好
kb4dKYRZEAnFToIQ,油耗,0,坑
iVy9LYUc8HeQ0sdF,价格,0,扯淡
UAecLQb5yPFEoSuj,价格,0,都
yYc8UX9WwPen0FbI,油耗,0,没
6BaeLJtDuKXYQgb7,油耗,0,桶
wB1jPZH8753R4lJk,价格,-1,虚高
p9uHKcz3FYlBmieC,动力,0,好
fRC3VjrYoL2OFZNz,动力,0,没有
X7lts6RbF4eO2LhN,价格,-1,合适
3W9IVfP4BuTlv6Fa,外观,0,新
gAvGSLtTWClK360I,动力,0,烧
FXbmRq815WQnuSeO,动力,0,换
lT1uLWgaswAOUjdk,舒适性,0,空调
JuzNxctnG7QbFKso,油耗,0,不合算
m6FcX2ICDUNGRqnw,价格,0,兄弟
9IGP8J5XtxWnjBlo,舒适性,0,换
Sv7PqgH5IRpQst3W,价格,0,加
bEKPlxQCA4pcwHNU,动力,0,不烧
KYyblSApEOBWR0eL,外观,0,换
faUv4IeOMgAJD7NE,油耗,0,左右
bj6H0Og3DuUkYyim,舒适性,-1,很
09hwsk7P5cvaVKXg,舒适性,-1,异味
pLKVyHlB9n6Yr4XC,操控,1,高
TZORfDtCeIb9KJwE,油耗,0,差不多
KAGgiNr3WmDIoyeJ,价格,0,合适
vD9VeG2iBSbuR4FY,动力,0,烧
lZdp0QNELeyfo8Di,安全性,0,安全
FaoyPdLRkElUgb15,操控,0,不好
KEOIiakFoBJr2dRp,动力,0,好
6e4AszdSm1Bwy5MV,动力,0,锁死
mebpq27hozx0Hv4a,价格,0,没
6yzHFPa2VT09plQj,舒适性,0,厚道
KvLw6eoZ4FjzdYIN,动力,0,不小
O9lkmGTDUgPqoF4i,操控,0,粗糙
sentDHB4yQAGR5qd,动力,0,我能
9v7qXWnwuIgKDBER,动力,0,才
b6KteS4iBquJc0FW,内饰,0,买车
Uin59f1Ar6ELcmZu,油耗,0,11.6
MR0mcoHQrWXFqJAU,价格,0,确实
QvF7YN3B0UdfjpLT,油耗,0,看
w587hbgUGyIAJCcF,空间,-1,不说
UPKih1JczNOf3YdR,动力,0,左右
qRO9TKYzdVfuFtvw,油耗,0,2.0
XVWc7EHDPM3BNhqi,动力,0,最好
pXrRtj4S6EHLeuGJ,动力,0,麻烦
OoMbuNVpZ6IUhXLC,配置,0,增加
nu5x4Ke1zQvAWrLw,舒适性,0,好
9ldhWyQnDV3Bpr4J,外观,0,车头
g0fZRwv1tWXLloUr,动力,0,喜欢
g3b9aYo1wISymRn8,动力,0,左右
SDzAtskNR2rebiu3,动力,0,轻松
IdusAw5VFOpLztJ4,配置,0,好
LAxDmybokc5IijXh,动力,0,性能
EDjrVy06wW1QKsCn,配置,0,没
OxIomfCngcuTyaEG,动力,0,对不起
z8GLtQDSY7ewo2Rx,油耗,0,不错
zfY1mTl6IdCeN5oW,动力,0,小
Ws8FLlqgJdvjmpkf,动力,0,烧
qprZFwPWEnxV7mUQ,动力,0,好像
CYXkDtqioJyxbGHZ,配置,0,车
yYz7M2WaHrZgXhuc,价格,0,没
IoC4kMGmBzZLvabl,内饰,0,顺风
qNCMRgG1xvrysUTL,动力,0,大
gCVavlsY0mF25dzR,价格,0,原厂
GflobpT9ijXwOdUe,外观,0,肯定
cSMj9dkghvyolA8E,动力,0,二个
ZXJDu2QoKyFcantL,动力,0,高
1BwODEj0vsXiWGTP,内饰,0,恭喜
usM75JBUIWXqh81Z,操控,0,23.38
ansHJQfY3d9RANEc,动力,0,漏油
5ORFufGL1gJqPXcb,油耗,0,驾驶
uj70WQBqvYT6wo9R,空间,0,小
BnYHIo1OSfQNDwKE,动力,0,第一次
WmHgCXdOIslED5NQ,价格,0,没有
rIka0x2W9MlpPw6V,配置,1,高
BNtFyKUzcO4P9SVe,舒适性,0,噪音
H2isRZMPX9C5bxkF,油耗,1,市区
ELdjWvrgNzpR5shX,动力,0,抖
DSPzKeLH0uhMtqbj,动力,0,没有
kH1Uj3GozYiqpt2E,油耗,0,市区
drjKsNTnk4mWUP8t,配置,0,原厂
iqkfESIHX5hjN1B0,价格,0,价格
7fe5siYPBWZADda8,动力,0,换
f6as9xEbvIQi75WS,油耗,0,上升
21BHMtZ3lbmzvYWI,动力,0,左右
2vSQnRuZdGO1MFUi,外观,-1,简单
utZCnePpvXOERx5L,价格,0,优惠
J604wB2pgGfuDicQ,配置,0,增加
vgkYQtw06TsAENDU,动力,0,烧
7OBdlZ6YKp95SVGH,舒适性,0,空调
Qykdt2N3oGAhrgOb,动力,0,失望
DV9qcNmIg8O1vFHY,价格,0,加热
jBqdNvYz46f9SiUA,价格,0,优惠
CiKS6BEcV9txNe8F,价格,0,提高
SNZAupTeyE8f3DOa,内饰,0,追求
aWVobSZ95j2gydMQ,价格,1,喜欢
cXPlC8xS9NBoZmvI,动力,0,高点
HPR0bSL3CZhuXiNF,价格,0,优惠
92GLtM6NPu0CQlbq,价格,0,才
AdicesC0Y81JQSt5,动力,0,轴承
d9Yo1whB5EkNLPJZ,动力,0,烧
u6Y8DSB7nZWlgJNv,价格,0,纠结
TcW1r3peXbjy7mEd,动力,0,正常
jFysDmnNYI1RK9A5,配置,0,肯定
uzHYh189ySlcvQtL,操控,0,主机
MdDwt4EsZpWoHKg7,动力,0,烧
t6nfBVjDOw9vxmqr,动力,0,爽
7vM2TIJH9Qbe5qcN,价格,0,不错
ElD4L916Kqu3foVT,舒适性,0,换
H6rOgMiWeovFyYQD,舒适性,0,16
X9tW1vklqjHU20yp,价格,0,原厂
ZMD2lEGc1F5uvbKY,操控,0,值
bvYTCJoyWRrFdIOe,配置,1,喜欢
M2CRIPTD9b5Gcmds,空间,0,后排
4E9Ahb80ecm1LMUQ,价格,1,优惠
wDhOp9q0JeCAod2G,价格,0,优惠
W67mPuqewJ9aMc5b,价格,0,没
h8s3jBtw1NgiF6DI,动力,0,大
nmVxt4Tyv9CJW7ag,外观,0,不行
1aYrZnCMKBoX3s4E,外观,0,全
7ieCQ419O6jBvbWk,动力,0,关注
lMSvUoJmbs5aOAr4,配置,0,没
bV7YdEhL4BQaCprz,舒适性,0,空调
BevXWnqDitsjJQhY,油耗,0,好
8tWqrNif2d1vn3yc,安全性,0,换
jH26yO7biuw3Vgk4,油耗,1,好
fJdn62OWukaoe4mM,动力,0,全
